"EDA 21 .Understand the distribution of reservation statuses and calculate summary statistics for reservation
status dates.",,,,,,,
22-05-2016,Check-Out,,,,,,
22-05-2016,Check-Out,,,,,,
22-05-2016,Check-Out,,,,,,
22-05-2016,Check-Out,,,,,,
22-05-2016,Check-Out,,,,,,
24-05-2016,Check-Out,,,,,,
22-05-2016,Check-Out,,,,,,
22-05-2016,Check-Out,,,,,,
22-05-2016,Check-Out,,,,,,
22-05-2016,Check-Out,,,,,,
22-05-2016,Check-Out,,,,,,
22-05-2016,Check-Out,,,,,,
22-05-2016,Check-Out,,,,,,
22-05-2016,Check-Out,,,,,,
22-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
22-05-2016,Check-Out,,,,,,
23-05-2016,Check-Out,,,,,,
23-05-2016,Check-Out,,,,,,
23-05-2016,Check-Out,,,,,,
23-05-2016,Check-Out,,,,,,
23-05-2016,Check-Out,,,,,,
23-05-2016,Check-Out,,,,,,
23-05-2016,Check-Out,,,,,,
23-05-2016,Check-Out,,,,,,
23-05-2016,Check-Out,,,,,,
23-05-2016,Check-Out,,,,,,
23-05-2016,Check-Out,,,,,,
23-05-2016,Check-Out,,,,,,
23-05-2016,Check-Out,,,,,,
23-05-2016,Check-Out,,,,,,
23-05-2016,Check-Out,,,,,,
23-05-2016,Check-Out,,,,,,
23-05-2016,Check-Out,,,,,,
24-05-2016,Check-Out,,,,,,
24-05-2016,Check-Out,,,,,,
24-05-2016,Check-Out,,,,,,
24-05-2016,Check-Out,,,,,,
24-05-2016,Check-Out,,,,,,
24-05-2016,Check-Out,,,,,,
24-05-2016,Check-Out,,,,,,
24-05-2016,Check-Out,,,,,,
24-05-2016,Check-Out,,,,,,
24-05-2016,Check-Out,,,,,,
24-05-2016,Check-Out,,,,,,
24-05-2016,Check-Out,,,,,,
24-05-2016,Check-Out,,,,,,
24-05-2016,Check-Out,,,,,,
24-05-2016,Check-Out,,,,,,
24-05-2016,Check-Out,,,,,,
24-05-2016,Check-Out,,,,,,
24-05-2016,Check-Out,,,,,,
24-05-2016,Check-Out,,,,,,
24-05-2016,Check-Out,,,,,,
24-05-2016,Check-Out,,,,,,
24-05-2016,Check-Out,,,,,,
24-05-2016,Check-Out,,,,,,
24-05-2016,Check-Out,,,,,,
24-05-2016,Check-Out,,,,,,
24-05-2016,Check-Out,,,,,,
24-05-2016,Check-Out,,,,,,
24-05-2016,Check-Out,,,,,,
24-05-2016,Check-Out,,,,,,
24-05-2016,Check-Out,,,,,,
24-05-2016,Check-Out,,,,,,
03-06-2016,Check-Out,,,,,,
25-05-2016,Check-Out,,,,,,
25-05-2016,Check-Out,,,,,,
25-05-2016,Check-Out,,,,,,
25-05-2016,Check-Out,,,,,,
25-05-2016,Check-Out,,,,,,
25-05-2016,Check-Out,,,,,,
25-05-2016,Check-Out,,,,,,
25-05-2016,Check-Out,,,,,,
25-05-2016,Check-Out,,,,,,
25-05-2016,Check-Out,,,,,,
25-05-2016,Check-Out,,,,,,
25-05-2016,Check-Out,,,,,,
25-05-2016,Check-Out,,,,,,
25-05-2016,Check-Out,,,,,,
25-05-2016,Check-Out,,,,,,
25-05-2016,Check-Out,,,,,,
25-05-2016,Check-Out,,,,,,
25-05-2016,Check-Out,,,,,,
25-05-2016,Check-Out,,,,,,
25-05-2016,Check-Out,,,,,,
25-05-2016,Check-Out,,,,,,
25-05-2016,Check-Out,,,,,,
25-05-2016,Check-Out,,,,,,
25-05-2016,Check-Out,,,,,,
25-05-2016,Check-Out,,,,,,
25-05-2016,Check-Out,,,,,,
25-05-2016,Check-Out,,,,,,
25-05-2016,Check-Out,,,,,,
25-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
30-05-2016,Check-Out,,,,,,
22-05-2017,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
26-05-2016,Check-Out,,,,,,
27-05-2016,Check-Out,,,,,,
27-05-2016,Check-Out,,,,,,
27-05-2016,Check-Out,,,,,,
27-05-2016,Check-Out,,,,,,
27-05-2016,Check-Out,,,,,,
27-05-2016,Check-Out,,,,,,
27-05-2016,Check-Out,,,,,,
27-05-2016,Check-Out,,,,,,
27-05-2016,Check-Out,,,,,,
27-05-2016,Check-Out,,,,,,
27-05-2016,Check-Out,,,,,,
27-05-2016,Check-Out,,,,,,
27-05-2016,Check-Out,,,,,,
27-05-2016,Check-Out,,,,,,
27-05-2016,Check-Out,,,,,,
27-05-2016,Check-Out,,,,,,
27-05-2016,Check-Out,,,,,,
28-05-2016,Check-Out,,,,,,
28-05-2016,Check-Out,,,,,,
28-05-2016,Check-Out,,,,,,
28-05-2016,Check-Out,,,,,,
28-05-2016,Check-Out,,,,,,
28-05-2016,Check-Out,,,,,,
28-05-2016,Check-Out,,,,,,
28-05-2016,Check-Out,,,,,,
28-05-2016,Check-Out,,,,,,
28-05-2016,Check-Out,,,,,,
28-05-2016,Check-Out,,,,,,
28-05-2016,Check-Out,,,,,,
28-05-2016,Check-Out,,,,,,
29-05-2016,Check-Out,,,,,,
29-05-2016,Check-Out,,,,,,
29-05-2016,Check-Out,,,,,,
29-05-2016,Check-Out,,,,,,
29-05-2016,Check-Out,,,,,,
29-05-2016,Check-Out,,,,,,
29-05-2016,Check-Out,,,,,,
29-05-2016,Check-Out,,,,,,
29-05-2016,Check-Out,,,,,,
29-05-2016,Check-Out,,,,,,
29-05-2016,Check-Out,,,,,,
29-05-2016,Check-Out,,,,,,
29-05-2016,Check-Out,,,,,,
29-05-2016,Check-Out,,,,,,
29-05-2016,Canceled,,,,,,
29-05-2016,Check-Out,,,,,,
29-05-2016,Check-Out,,,,,,
29-05-2016,Check-Out,,,,,,
29-05-2016,Check-Out,,,,,,
29-05-2016,Check-Out,,,,,,
29-05-2016,Check-Out,,,,,,
29-05-2016,Check-Out,,,,,,
01-06-2016,Check-Out,,,,,,
30-05-2016,Check-Out,,,,,,
30-05-2016,Check-Out,,,,,,
30-05-2016,Check-Out,,,,,,
30-05-2016,Check-Out,,,,,,
30-05-2016,Check-Out,,,,,,
30-05-2016,Check-Out,,,,,,
30-05-2016,Check-Out,,,,,,
30-05-2016,Check-Out,,,,,,
30-05-2016,Check-Out,,,,,,
30-05-2016,Check-Out,,,,,,
30-05-2016,Check-Out,,,,,,
30-05-2016,Check-Out,,,,,,
30-05-2016,Check-Out,,,,,,
30-05-2016,Check-Out,,,,,,
30-05-2016,Check-Out,,,,,,
19-02-2017,Check-Out,,,,,,
30-05-2016,Check-Out,,,,,,
30-05-2016,Check-Out,,,,,,
06-06-2016,Check-Out,,,,,,
06-06-2016,Canceled,,,,,,
30-05-2016,Check-Out,,,,,,
10-06-2016,Check-Out,,,,,,
31-05-2016,Check-Out,,,,,,
31-05-2016,Check-Out,,,,,,
31-05-2016,Check-Out,,,,,,
01-08-2016,Check-Out,,,,,,
31-05-2016,Check-Out,,,,,,
31-05-2016,Check-Out,,,,,,
31-05-2016,Check-Out,,,,,,
14-05-2017,Check-Out,,,,,,
31-05-2016,Check-Out,,,,,,
31-05-2016,Check-Out,,,,,,
14-12-2016,Check-Out,,,,,,
31-05-2016,Check-Out,,,,,,
31-05-2016,Check-Out,,,,,,
31-05-2016,Check-Out,,,,,,
31-05-2016,Check-Out,,,,,,
31-05-2016,Check-Out,,,,,,
31-05-2016,Check-Out,,,,,,
01-06-2016,Check-Out,,,,,,
01-06-2016,Check-Out,,,,,,
01-06-2016,Check-Out,,,,,,
12-10-2016,Check-Out,,,,,,
01-06-2016,Check-Out,,,,,,
01-06-2016,Check-Out,,,,,,
01-06-2016,Check-Out,,,,,,
01-06-2016,Check-Out,,,,,,
01-06-2016,Check-Out,,,,,,
01-06-2016,Check-Out,,,,,,
01-06-2016,Check-Out,,,,,,
01-06-2016,Check-Out,,,,,,
01-06-2016,Check-Out,,,,,,
01-06-2016,Check-Out,,,,,,
01-06-2016,Check-Out,,,,,,
01-06-2016,Check-Out,,,,,,
01-06-2016,Check-Out,,,,,,
01-06-2016,Check-Out,,,,,,
09-06-2016,Canceled,,,,,,
01-06-2016,Check-Out,,,,,,
02-06-2016,Check-Out,,,,,,
02-06-2016,Check-Out,,,,,,
02-06-2016,Check-Out,,,,,,
02-06-2016,Check-Out,,,,,,
02-06-2016,Check-Out,,,,,,
02-06-2016,Check-Out,,,,,,
02-06-2016,Check-Out,,,,,,
02-06-2016,Check-Out,,,,,,
02-06-2016,Check-Out,,,,,,
02-06-2016,Check-Out,,,,,,
02-06-2016,Check-Out,,,,,,
02-06-2016,Check-Out,,,,,,
02-06-2016,Check-Out,,,,,,
02-06-2016,Check-Out,,,,,,
02-06-2016,Check-Out,,,,,,
02-06-2016,Check-Out,,,,,,
23-05-2017,Check-Out,,,,,,
02-06-2016,Check-Out,,,,,,
02-06-2016,Check-Out,,,,,,
02-06-2016,Check-Out,,,,,,
02-06-2016,Check-Out,,,,,,
02-06-2016,Check-Out,,,,,,
02-06-2016,Check-Out,,,,,,
02-06-2016,Check-Out,,,,,,
02-06-2016,Check-Out,,,,,,
02-06-2016,Check-Out,,,,,,
02-06-2016,Check-Out,,,,,,
02-06-2016,Check-Out,,,,,,
02-06-2016,Check-Out,,,,,,
02-06-2016,Check-Out,,,,,,
02-06-2016,Check-Out,,,,,,
20-06-2017,Check-Out,,,,,,
02-06-2016,Check-Out,,,,,,
02-06-2016,Check-Out,,,,,,
02-06-2016,Check-Out,,,,,,
02-06-2016,Check-Out,,,,,,
02-06-2016,Check-Out,,,,,,
02-06-2016,Check-Out,,,,,,
02-06-2016,Check-Out,,,,,,
02-06-2016,Check-Out,,,,,,
03-06-2016,Check-Out,,,,,,
03-06-2016,Check-Out,,,,,,
03-06-2016,Check-Out,,,,,,
03-06-2016,Check-Out,,,,,,
03-06-2016,Check-Out,,,,,,
03-06-2016,Check-Out,,,,,,
03-06-2016,Check-Out,,,,,,
03-06-2016,Check-Out,,,,,,
03-06-2016,Check-Out,,,,,,
03-06-2016,Check-Out,,,,,,
03-06-2016,Check-Out,,,,,,
03-06-2016,Check-Out,,,,,,
03-06-2016,Check-Out,,,,,,
03-06-2016,Check-Out,,,,,,
03-06-2016,Check-Out,,,,,,
03-06-2016,Check-Out,,,,,,
03-06-2016,Check-Out,,,,,,
03-06-2016,Check-Out,,,,,,
03-06-2016,Check-Out,,,,,,
03-06-2016,Check-Out,,,,,,
03-06-2016,Check-Out,,,,,,
03-06-2016,Check-Out,,,,,,
30-05-2017,Check-Out,,,,,,
03-06-2016,Check-Out,,,,,,
03-06-2016,Check-Out,,,,,,
03-06-2016,Check-Out,,,,,,
03-06-2016,Check-Out,,,,,,
04-06-2016,Check-Out,,,,,,
04-06-2016,Check-Out,,,,,,
04-06-2016,Check-Out,,,,,,
04-06-2016,Check-Out,,,,,,
04-06-2016,Check-Out,,,,,,
04-06-2016,Check-Out,,,,,,
04-06-2016,Check-Out,,,,,,
05-06-2016,Check-Out,,,,,,
04-06-2016,Check-Out,,,,,,
04-06-2016,Check-Out,,,,,,
04-06-2016,Check-Out,,,,,,
05-06-2016,Check-Out,,,,,,
04-06-2016,Check-Out,,,,,,
04-06-2016,Check-Out,,,,,,
04-06-2016,Check-Out,,,,,,
04-06-2016,Check-Out,,,,,,
04-06-2016,Check-Out,,,,,,
04-06-2016,Check-Out,,,,,,
04-06-2016,Check-Out,,,,,,
04-06-2016,Check-Out,,,,,,
04-06-2016,Check-Out,,,,,,
04-06-2016,Check-Out,,,,,,
04-06-2016,Check-Out,,,,,,
11-06-2016,Check-Out,,,,,,
05-06-2016,Check-Out,,,,,,
05-06-2016,Check-Out,,,,,,
05-06-2016,Check-Out,,,,,,
05-06-2016,Check-Out,,,,,,
05-06-2016,Check-Out,,,,,,
05-06-2016,Check-Out,,,,,,
05-06-2016,Check-Out,,,,,,
05-06-2016,Check-Out,,,,,,
05-06-2016,Check-Out,,,,,,
05-06-2016,Check-Out,,,,,,
05-06-2016,Check-Out,,,,,,
05-06-2016,Check-Out,,,,,,
05-06-2016,Check-Out,,,,,,
05-06-2016,Check-Out,,,,,,
05-06-2016,Check-Out,,,,,,
05-06-2016,Check-Out,,,,,,
05-06-2016,Check-Out,,,,,,
05-06-2016,Check-Out,,,,,,
05-06-2016,Check-Out,,,,,,
05-06-2016,Check-Out,,,,,,
05-06-2016,Check-Out,,,,,,
05-06-2016,Check-Out,,,,,,
05-06-2016,Check-Out,,,,,,
05-06-2016,Check-Out,,,,,,
05-06-2016,Check-Out,,,,,,
05-06-2016,Check-Out,,,,,,
05-06-2016,Check-Out,,,,,,
05-06-2016,Check-Out,,,,,,
05-06-2016,Check-Out,,,,,,
05-06-2016,Check-Out,,,,,,
05-06-2016,Check-Out,,,,,,
06-06-2016,Check-Out,,,,,,
06-06-2016,Check-Out,,,,,,
06-06-2016,Check-Out,,,,,,
06-06-2016,Check-Out,,,,,,
06-06-2016,Check-Out,,,,,,
06-06-2016,Check-Out,,,,,,
06-06-2016,Check-Out,,,,,,
06-06-2016,Check-Out,,,,,,
06-06-2016,Check-Out,,,,,,
08-06-2016,Check-Out,,,,,,
06-06-2016,Check-Out,,,,,,
06-06-2016,Check-Out,,,,,,
06-06-2016,Check-Out,,,,,,
06-06-2016,Check-Out,,,,,,
06-06-2016,Check-Out,,,,,,
06-06-2016,Check-Out,,,,,,
06-06-2016,Check-Out,,,,,,
06-06-2016,Check-Out,,,,,,
06-06-2016,Check-Out,,,,,,
06-06-2016,Check-Out,,,,,,
06-06-2016,Check-Out,,,,,,
06-06-2016,Check-Out,,,,,,
07-06-2016,Check-Out,,,,,,
07-06-2016,Check-Out,,,,,,
07-06-2016,Check-Out,,,,,,
07-06-2016,Check-Out,,,,,,
07-06-2016,Check-Out,,,,,,
07-06-2016,Check-Out,,,,,,
07-06-2016,Check-Out,,,,,,
07-06-2016,Check-Out,,,,,,
07-06-2016,Check-Out,,,,,,
07-06-2016,Check-Out,,,,,,
07-06-2016,Check-Out,,,,,,
07-06-2016,Check-Out,,,,,,
07-06-2016,Check-Out,,,,,,
07-06-2016,Check-Out,,,,,,
07-06-2016,Check-Out,,,,,,
07-06-2016,Check-Out,,,,,,
08-06-2016,Check-Out,,,,,,
08-06-2016,Check-Out,,,,,,
14-06-2017,Check-Out,,,,,,
08-06-2016,Check-Out,,,,,,
08-06-2016,Check-Out,,,,,,
08-06-2016,Check-Out,,,,,,
08-06-2016,Check-Out,,,,,,
08-06-2016,Check-Out,,,,,,
08-06-2016,Check-Out,,,,,,
08-06-2016,Check-Out,,,,,,
08-06-2016,Check-Out,,,,,,
08-06-2016,Check-Out,,,,,,
08-06-2016,Check-Out,,,,,,
08-06-2016,Check-Out,,,,,,
08-06-2016,Check-Out,,,,,,
08-06-2016,Check-Out,,,,,,
08-06-2016,Check-Out,,,,,,
09-06-2016,Check-Out,,,,,,
09-06-2016,Check-Out,,,,,,
09-06-2016,Check-Out,,,,,,
09-06-2016,Check-Out,,,,,,
09-06-2016,Check-Out,,,,,,
09-06-2016,Check-Out,,,,,,
09-06-2016,Check-Out,,,,,,
09-06-2016,Check-Out,,,,,,
09-06-2016,Check-Out,,,,,,
09-06-2016,Check-Out,,,,,,
30-10-2016,Check-Out,,,,,,
09-06-2016,Check-Out,,,,,,
09-06-2016,Check-Out,,,,,,
09-06-2016,Check-Out,,,,,,
09-06-2016,Check-Out,,,,,,
09-06-2016,Check-Out,,,,,,
09-06-2016,Check-Out,,,,,,
09-06-2016,Check-Out,,,,,,
09-06-2016,Check-Out,,,,,,
09-06-2016,Check-Out,,,,,,
09-06-2016,Check-Out,,,,,,
09-06-2016,Check-Out,,,,,,
09-06-2016,Check-Out,,,,,,
09-06-2016,Check-Out,,,,,,
09-06-2016,Check-Out,,,,,,
09-06-2016,Check-Out,,,,,,
09-06-2016,Check-Out,,,,,,
09-06-2016,Check-Out,,,,,,
09-06-2016,Check-Out,,,,,,
09-06-2016,Check-Out,,,,,,
09-06-2016,Check-Out,,,,,,
10-06-2016,Check-Out,,,,,,
10-06-2016,Check-Out,,,,,,
10-06-2016,Check-Out,,,,,,
10-06-2016,Check-Out,,,,,,
10-06-2016,Check-Out,,,,,,
10-06-2016,Check-Out,,,,,,
10-06-2016,Check-Out,,,,,,
10-06-2016,Check-Out,,,,,,
10-06-2016,Check-Out,,,,,,
10-06-2016,Check-Out,,,,,,
10-06-2016,Check-Out,,,,,,
23-06-2016,Check-Out,,,,,,
10-06-2016,Check-Out,,,,,,
10-06-2016,Check-Out,,,,,,
10-06-2016,Check-Out,,,,,,
10-06-2016,Check-Out,,,,,,
10-06-2016,Check-Out,,,,,,
10-06-2016,Check-Out,,,,,,
10-06-2016,Check-Out,,,,,,
10-06-2016,Check-Out,,,,,,
10-06-2016,Check-Out,,,,,,
10-06-2016,Check-Out,,,,,,
10-06-2016,Check-Out,,,,,,
11-06-2016,Check-Out,,,,,,
11-06-2016,Check-Out,,,,,,
11-06-2016,Check-Out,,,,,,
11-06-2016,Check-Out,,,,,,
11-06-2016,Check-Out,,,,,,
11-06-2016,Check-Out,,,,,,
11-06-2016,Check-Out,,,,,,
11-06-2016,Check-Out,,,,,,
11-06-2016,Check-Out,,,,,,
11-06-2016,Check-Out,,,,,,
11-06-2016,Check-Out,,,,,,
11-06-2016,Check-Out,,,,,,
11-06-2016,Check-Out,,,,,,
02-07-2016,Check-Out,,,,,,
11-06-2016,Check-Out,,,,,,
11-06-2016,Check-Out,,,,,,
11-06-2016,Check-Out,,,,,,
11-06-2016,Check-Out,,,,,,
11-06-2016,Check-Out,,,,,,
11-06-2016,Check-Out,,,,,,
11-06-2016,Check-Out,,,,,,
11-06-2016,Check-Out,,,,,,
11-06-2016,Check-Out,,,,,,
11-06-2016,Check-Out,,,,,,
11-06-2016,Check-Out,,,,,,
11-06-2016,Check-Out,,,,,,
11-06-2016,Check-Out,,,,,,
11-06-2016,Check-Out,,,,,,
11-06-2016,Check-Out,,,,,,
11-06-2016,Check-Out,,,,,,
11-06-2016,Check-Out,,,,,,
11-06-2016,Check-Out,,,,,,
11-06-2016,Check-Out,,,,,,
11-06-2016,Check-Out,,,,,,
11-06-2016,Check-Out,,,,,,
11-06-2016,Check-Out,,,,,,
11-06-2016,Check-Out,,,,,,
11-06-2016,Check-Out,,,,,,
11-06-2016,Check-Out,,,,,,
11-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
05-02-2017,Check-Out,,,,,,
10-03-2017,Check-Out,,,,,,
12-03-2017,Check-Out,,,,,,
12-03-2017,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
14-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
18-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
12-06-2016,Check-Out,,,,,,
13-06-2016,Check-Out,,,,,,
13-06-2016,Check-Out,,,,,,
13-06-2016,Check-Out,,,,,,
13-06-2016,Check-Out,,,,,,
17-06-2016,Check-Out,,,,,,
19-06-2016,Check-Out,,,,,,
19-06-2016,Check-Out,,,,,,
13-06-2016,Check-Out,,,,,,
13-06-2016,Check-Out,,,,,,
13-06-2016,Check-Out,,,,,,
13-06-2016,Check-Out,,,,,,
13-06-2016,Check-Out,,,,,,
13-06-2016,Check-Out,,,,,,
13-06-2016,Check-Out,,,,,,
13-06-2016,Check-Out,,,,,,
13-06-2016,Check-Out,,,,,,
13-06-2016,Check-Out,,,,,,
13-06-2016,Check-Out,,,,,,
13-06-2016,Check-Out,,,,,,
13-06-2016,Check-Out,,,,,,
13-06-2016,Check-Out,,,,,,
13-06-2016,Check-Out,,,,,,
13-06-2016,Check-Out,,,,,,
14-06-2016,Check-Out,,,,,,
14-06-2016,Check-Out,,,,,,
14-06-2016,Check-Out,,,,,,
14-06-2016,Check-Out,,,,,,
14-06-2016,Check-Out,,,,,,
14-06-2016,Check-Out,,,,,,
14-06-2016,Check-Out,,,,,,
14-06-2016,Check-Out,,,,,,
14-06-2016,Check-Out,,,,,,
15-06-2016,Check-Out,,,,,,
15-06-2016,Check-Out,,,,,,
15-06-2016,Check-Out,,,,,,
15-06-2016,Check-Out,,,,,,
15-06-2016,Check-Out,,,,,,
15-06-2016,Check-Out,,,,,,
15-06-2016,Check-Out,,,,,,
15-06-2016,Check-Out,,,,,,
15-06-2016,Check-Out,,,,,,
15-06-2016,Check-Out,,,,,,
15-06-2016,Check-Out,,,,,,
15-06-2016,Check-Out,,,,,,
15-06-2016,Check-Out,,,,,,
15-06-2016,Check-Out,,,,,,
15-06-2016,Check-Out,,,,,,
15-06-2016,Check-Out,,,,,,
15-06-2016,Check-Out,,,,,,
15-06-2016,Check-Out,,,,,,
15-06-2016,Check-Out,,,,,,
15-06-2016,Check-Out,,,,,,
15-06-2016,Check-Out,,,,,,
15-06-2016,Check-Out,,,,,,
15-06-2016,Check-Out,,,,,,
15-06-2016,Check-Out,,,,,,
15-06-2016,Check-Out,,,,,,
15-06-2016,Check-Out,,,,,,
15-06-2016,Check-Out,,,,,,
15-06-2016,Check-Out,,,,,,
15-06-2016,Check-Out,,,,,,
16-06-2016,Check-Out,,,,,,
17-06-2016,Check-Out,,,,,,
15-06-2016,Check-Out,,,,,,
15-06-2016,Check-Out,,,,,,
21-06-2016,Check-Out,,,,,,
16-06-2016,Check-Out,,,,,,
16-06-2016,Check-Out,,,,,,
16-06-2016,Check-Out,,,,,,
16-06-2016,Check-Out,,,,,,
16-06-2016,Check-Out,,,,,,
16-06-2016,Check-Out,,,,,,
16-06-2016,Check-Out,,,,,,
16-06-2016,Check-Out,,,,,,
16-06-2016,Check-Out,,,,,,
16-06-2016,Check-Out,,,,,,
16-06-2016,Check-Out,,,,,,
16-06-2016,Check-Out,,,,,,
16-06-2016,Check-Out,,,,,,
16-06-2016,Check-Out,,,,,,
24-08-2016,Check-Out,,,,,,
11-11-2016,Check-Out,,,,,,
25-11-2016,Check-Out,,,,,,
06-12-2016,Check-Out,,,,,,
17-12-2016,Check-Out,,,,,,
22-12-2016,Check-Out,,,,,,
29-12-2016,Check-Out,,,,,,
13-01-2017,Check-Out,,,,,,
02-02-2017,Check-Out,,,,,,
09-03-2017,Check-Out,,,,,,
31-05-2017,Check-Out,,,,,,
14-07-2017,Check-Out,,,,,,
10-08-2017,Canceled,,,,,,
16-06-2016,Check-Out,,,,,,
16-06-2016,Check-Out,,,,,,
16-06-2016,Check-Out,,,,,,
16-06-2016,Check-Out,,,,,,
16-06-2016,Check-Out,,,,,,
16-06-2016,Check-Out,,,,,,
16-06-2016,Check-Out,,,,,,
16-06-2016,Check-Out,,,,,,
16-06-2016,Check-Out,,,,,,
16-06-2016,Check-Out,,,,,,
29-06-2017,Check-Out,,,,,,
17-06-2016,Check-Out,,,,,,
17-06-2016,Check-Out,,,,,,
17-06-2016,Check-Out,,,,,,
17-06-2016,Check-Out,,,,,,
17-06-2016,Check-Out,,,,,,
17-06-2016,Check-Out,,,,,,
17-06-2016,Check-Out,,,,,,
17-06-2016,Check-Out,,,,,,
17-06-2016,Check-Out,,,,,,
17-06-2016,Check-Out,,,,,,
17-06-2016,Check-Out,,,,,,
17-06-2016,Check-Out,,,,,,
17-06-2016,Check-Out,,,,,,
17-06-2016,Check-Out,,,,,,
17-06-2016,Check-Out,,,,,,
17-06-2016,Check-Out,,,,,,
17-06-2016,Check-Out,,,,,,
21-06-2016,Check-Out,,,,,,
17-06-2016,Check-Out,,,,,,
17-06-2016,Check-Out,,,,,,
17-06-2016,Check-Out,,,,,,
17-06-2016,Check-Out,,,,,,
17-06-2016,Check-Out,,,,,,
17-06-2016,Check-Out,,,,,,
18-06-2016,Check-Out,,,,,,
18-06-2016,Check-Out,,,,,,
18-06-2016,Check-Out,,,,,,
18-06-2016,Check-Out,,,,,,
18-06-2016,Check-Out,,,,,,
18-06-2016,Check-Out,,,,,,
18-06-2016,Check-Out,,,,,,
18-06-2016,Check-Out,,,,,,
18-06-2016,Check-Out,,,,,,
18-06-2016,Check-Out,,,,,,
18-06-2016,Check-Out,,,,,,
18-06-2016,Check-Out,,,,,,
18-06-2016,Check-Out,,,,,,
18-06-2016,Check-Out,,,,,,
